height,width,example,answer,ans_mod10,tree_sig,ans_sublabels
9,49,(+0(*(+(*41)(*4(*(*(+(+14)(*12))1)(*33))))(+34))),1792,2,(od(o(o(odd)(od(o(o(o(odd)(odd))d)(odd))))(odd))),___________4_____________5____27_7____9326____722
2,5,(*46),24,4,(odd),____4
1,1,0,0,0,d,_
2,5,(*99),81,1,(odd),____1
1,1,8,8,8,d,_
5,17,(+4(+(*4(*03))5)),9,9,(od(o(od(odd))d)),____________00_59
5,45,(+(*(+(+10)6)(*(+07)0))(*(+(+10)6)(*(+07)0))),0,0,(o(o(o(odd)d)(o(odd)d))(o(o(odd)d)(o(odd)d))),__________1_7______7_00________1_7______7_000
5,21,(+(*1(+1(*60)))(+33)),7,7,(o(od(od(odd)))(odd)),____________011____67
3,9,(+(+22)2),6,6,(o(odd)d),______4_6
7,29,(*3(+9(+(*(*(+76)0)(*12))9))),54,4,(od(od(o(o(o(odd)d)(odd))d))),________________3_0____20_984
5,33,(*(*(*50)(+07))(*(*7(+40))(*11))),0,0,(o(o(odd)(odd))(o(od(odd))(odd))),________0____70_________48____180
1,1,7,7,7,d,_
2,5,(*66),36,6,(odd),____6
6,21,(*5(+(*7(*3(+23)))5)),550,0,(od(o(od(od(odd)))d)),_______________555_00
5,21,(+(*1(+1(*00)))(+13)),5,5,(o(od(od(odd)))(odd)),____________011____45
2,5,(+88),16,6,(odd),____6
7,37,(*(*00)(+(*77)(*(*05)(+7(*(*32)1))))),0,0,(o(odd)(o(odd)(o(odd)(od(o(odd)d))))),______0______9______0_________6_63090
2,5,(*35),15,5,(odd),____5
4,13,(*(+(*33)7)2),32,2,(o(o(odd)d)d),________9_6_2
2,5,(*98),72,2,(odd),____2
3,9,(*(*00)9),0,0,(o(odd)d),______0_0
3,9,(+0(+81)),9,9,(od(odd)),_______99
7,45,(*(*00)(+(*(*3(+29))7)(*(*05)(+7(*(*32)1))))),0,0,(o(odd)(o(o(od(odd))d)(o(odd)(od(o(odd)d))))),______0___________13_1______0_________6_63010
6,33,(*(+(+(*58)4)(*(*09)(+(+23)7)))3),132,2,(o(o(o(odd)d)(o(odd)(o(odd)d)))d),__________0_4______0______5_204_2
10,41,(*(+27)(+(*(*(*5(+7(+(*0(*67))3)))2)8)3)),7227,7,(o(odd)(o(o(o(od(od(o(od(odd))d)))d)d)d)),______9_____________________20_300_0_0_37
3,9,(+(*93)6),33,3,(o(odd)d),______7_3
1,1,1,1,1,d,_
4,13,(*(+(*93)7)2),68,8,(o(o(odd)d)d),________7_4_8
3,9,(+0(+01)),1,1,(od(odd)),_______11
1,1,3,3,3,d,_
10,49,(+(*(*(*63)(+70))(+5(+1(*(+(*(+(+99)7)3)1)4))))7),39067,7,(o(o(o(odd)(odd))(od(od(o(o(o(o(odd)d)d)d)d))))d),__________8____76__________________8_5_5_6_4500_7
2,5,(+62),8,8,(odd),____8
2,5,(*88),64,4,(odd),____4
3,9,(+(*00)0),0,0,(o(odd)d),______0_0
1,1,3,3,3,d,_
1,1,4,4,4,d,_
3,9,(*(+72)7),63,3,(o(odd)d),______9_3
1,1,0,0,0,d,_
8,37,(*3(*(+84)(*(+(*1(*8(+44)))(+68))6))),16848,8,(od(o(odd)(o(o(od(od(odd)))(odd))d))),_________2______________844____48_868
3,9,(+(+70)3),10,0,(o(odd)d),______7_0
7,45,(*(+00)(+(*(*3(+29))7)(*(*05)(+7(*(*32)1))))),0,0,(o(odd)(o(o(od(odd))d)(o(odd)(od(o(odd)d))))),______0___________13_1______0_________6_63010
7,25,(+0(*(*(+3(*5(+59)))4)5)),1460,0,(od(o(o(od(od(odd)))d)d)),_________________403_2_00
1,1,6,6,6,d,_
2,5,(+99),18,8,(odd),____8
3,9,(+(*80)0),0,0,(o(odd)d),______0_0
3,9,(*(+27)7),63,3,(o(odd)d),______9_3
3,9,(*(+27)5),45,5,(o(odd)d),______9_5
2,5,(*28),16,6,(odd),____6
2,5,(+26),8,8,(odd),____8
3,9,(+0(+11)),2,2,(od(odd)),_______22
2,5,(*15),5,5,(odd),____5
4,13,(+3(+2(+11))),7,7,(od(od(odd))),__________247
1,1,9,9,9,d,_
1,1,8,8,8,d,_
2,5,(*99),81,1,(odd),____1
4,17,(+(+(*77)(+88))2),67,7,(o(o(odd)(odd))d),________9____65_7
3,9,(*(+75)2),24,4,(o(odd)d),______2_4
4,13,(*(+(*33)0)1),9,9,(o(o(odd)d)d),________9_9_9
2,5,(+00),0,0,(odd),____0
4,13,(+(*8(+11))0),16,6,(o(od(odd))d),_________26_6
2,5,(*00),0,0,(odd),____0
3,9,(*(+77)2),28,8,(o(odd)d),______4_8
3,9,(*1(+84)),12,2,(od(odd)),_______22
3,9,(+0(+00)),0,0,(od(odd)),_______00
4,17,(*1(*(+04)(+80))),32,2,(od(o(odd)(odd))),_________4____822
3,9,(*(*80)0),0,0,(o(odd)d),______0_0
2,5,(*10),0,0,(odd),____0
3,9,(*(*00)3),0,0,(o(odd)d),______0_0
2,5,(*90),0,0,(odd),____0
1,1,7,7,7,d,_
2,5,(+22),4,4,(odd),____4
3,9,(+2(*81)),10,0,(od(odd)),_______80
3,9,(*9(*08)),0,0,(od(odd)),_______00
1,1,2,2,2,d,_
7,45,(*(*00)(+(*(*0(+29))7)(*(*05)(+7(*(*32)1))))),0,0,(o(odd)(o(o(od(odd))d)(o(odd)(od(o(odd)d))))),______0___________10_0______0_________6_63000
1,1,1,1,1,d,_
10,37,(*(+0(+8(*8(*(+0(+3(*2(+27))))1))))2),352,2,(o(od(od(od(o(od(od(od(odd))))d))))d),__________________________9811_1866_2
3,9,(*4(+74)),44,4,(od(odd)),_______14
3,9,(*9(*89)),648,8,(od(odd)),_______28
1,1,6,6,6,d,_
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
4,25,(+(*8(+56))(+(+70)(+59))),109,9,(o(od(odd))(o(odd)(odd))),_________18______7____419
2,5,(*33),9,9,(odd),____9
3,9,(+(*99)6),87,7,(o(odd)d),______1_7
1,1,8,8,8,d,_
1,1,8,8,8,d,_
1,1,3,3,3,d,_
5,17,(*1(+4(+4(*37)))),29,9,(od(od(od(odd)))),_____________1599
4,17,(+(+(*87)(+88))2),74,4,(o(o(odd)(odd))d),________6____62_4
2,5,(+33),6,6,(odd),____6
6,37,(*(*4(+(+4(*49))0))(+(+23)(*2(+21)))),1760,0,(o(od(o(od(odd))d))(o(odd)(od(odd)))),______________60_00______5_______3610
2,5,(+53),8,8,(odd),____8
3,9,(+2(+81)),11,1,(od(odd)),_______91
2,5,(*11),1,1,(odd),____1
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
4,13,(+(*8(+01))0),8,8,(o(od(odd))d),_________18_8
8,61,(+(*(*92)(+(+4(*(*(*30)9)1))3))(+(*(+(*(*(*36)(*88))5)8)8)0)),46270,0,(o(o(odd)(o(od(o(o(odd)d)d))d))(o(o(o(o(o(odd)(odd))d)d)d)d)),________8_____________0_0_04_76______________8____42_0_8_4_40
6,21,(*(*(*3(*(+78)5))9)7),14175,5,(o(o(od(o(odd)d))d)d),_____________5_55_5_5
3,9,(*(+00)1),0,0,(o(odd)d),______0_0
6,37,(*(*4(+(+4(*99))0))(+(+23)(*2(+21)))),3740,0,(o(od(o(od(odd))d))(o(odd)(od(odd)))),______________15_50______5_______3610
1,1,5,5,5,d,_
2,5,(+07),7,7,(odd),____7
1,1,2,2,2,d,_
3,9,(*7(+94)),91,1,(od(odd)),_______31
1,1,4,4,4,d,_
2,5,(+11),2,2,(odd),____2
3,9,(*(*22)3),12,2,(o(odd)d),______4_2
7,41,(*(+(*49)(+(*1(*(*38)(+98)))2))(*(+12)5)),6690,0,(o(o(odd)(o(od(o(odd)(odd)))d))(o(odd)d)),________6___________4____788_06______3_50
2,5,(+00),0,0,(odd),____0
2,5,(*33),9,9,(odd),____9
3,9,(*(*02)2),0,0,(o(odd)d),______0_0
2,5,(*88),64,4,(odd),____4
4,13,(*(+(*04)4)5),20,0,(o(o(odd)d)d),________0_4_0
2,5,(+43),7,7,(odd),____7
5,17,(+0(*7(*(+52)9))),441,1,(od(od(o(odd)d))),____________7_311
3,9,(*(+74)6),66,6,(o(odd)d),______1_6
3,9,(*(+77)6),84,4,(o(odd)d),______4_4
3,13,(*(+66)(+66)),144,4,(o(odd)(odd)),______2____24
7,29,(+(+2(*(*(*0(+49))0)0))(*11)),3,3,(o(od(o(o(od(odd))d)d))(odd)),________________30_0_02____13
2,5,(*77),49,9,(odd),____9
3,9,(+5(*18)),13,3,(od(odd)),_______83
2,5,(+07),7,7,(odd),____7
6,21,(*(+(+(+(+88)7)6)9)5),190,0,(o(o(o(o(odd)d)d)d)d),____________6_3_9_8_0
3,13,(*(+12)(*31)),9,9,(o(odd)(odd)),______3____39
3,9,(*3(*00)),0,0,(od(odd)),_______00
1,1,1,1,1,d,_
6,21,(*(+(+(+(+18)7)6)9)5),155,5,(o(o(o(o(odd)d)d)d)d),____________9_6_2_1_5
1,1,7,7,7,d,_
2,5,(+37),10,0,(odd),____0
2,5,(+35),8,8,(odd),____8
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
3,9,(+0(+26)),8,8,(od(odd)),_______88
2,5,(+08),8,8,(odd),____8
2,5,(*97),63,3,(odd),____3
2,5,(+00),0,0,(odd),____0
3,13,(*(+66)(+86)),168,8,(o(odd)(odd)),______2____48
7,37,(*(+5(+(*1(*(*38)(+98)))2))(*(+12)5)),6225,5,(o(od(o(od(o(odd)(odd)))d))(o(odd)d)),________________4____788_05______3_55
3,9,(+4(+67)),17,7,(od(odd)),_______37
3,9,(*1(+86)),14,4,(od(odd)),_______44
2,5,(*10),0,0,(odd),____0
2,5,(+09),9,9,(odd),____9
2,5,(+41),5,5,(odd),____5
5,21,(*(*(+(+80)(*55))2)8),528,8,(o(o(o(odd)(odd))d)d),__________8____53_6_8
1,1,8,8,8,d,_
3,9,(+7(*18)),15,5,(od(odd)),_______85
2,5,(+38),11,1,(odd),____1
1,1,9,9,9,d,_
2,5,(+02),2,2,(odd),____2
2,5,(+50),5,5,(odd),____5
1,1,0,0,0,d,_
3,9,(*(*23)0),0,0,(o(odd)d),______6_0
2,5,(+45),9,9,(odd),____9
6,33,(*(+(*(*(*53)8)(*28))7)(+(+59)8)),42394,4,(o(o(o(o(odd)d)(odd))d)(o(odd)d)),____________5_0____60_7______4_24
2,5,(*78),56,6,(odd),____6
5,21,(*(*(+(*55)(*55))2)8),800,0,(o(o(o(odd)(odd))d)d),__________5____50_0_0
1,1,4,4,4,d,_
5,25,(*(*(*6(+29))(*1(+43)))9),4158,8,(o(o(od(odd))(od(odd)))d),___________16_______772_8
1,1,8,8,8,d,_
3,9,(*(*30)2),0,0,(o(odd)d),______0_0
3,13,(*(+86)(+86)),196,6,(o(odd)(odd)),______4____46
1,1,6,6,6,d,_
2,5,(+00),0,0,(odd),____0
5,21,(*(*(+(*55)(*55))2)8),800,0,(o(o(o(odd)(odd))d)d),__________5____50_0_0
3,9,(+7(*88)),71,1,(od(odd)),_______41
2,5,(*77),49,9,(odd),____9
3,9,(*7(+44)),56,6,(od(odd)),_______86
1,1,4,4,4,d,_
2,5,(+53),8,8,(odd),____8
1,1,3,3,3,d,_
2,5,(*43),12,2,(odd),____2
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
7,41,(*(*(*6(+9(*1(+43))))9)(+(+(*01)9)(+52))),13824,4,(o(o(od(od(od(odd))))d)(o(o(odd)d)(odd))),_________________7766_4________0_9____764
1,1,5,5,5,d,_
2,5,(+33),6,6,(odd),____6
2,5,(+10),1,1,(odd),____1
3,9,(+7(*08)),7,7,(od(odd)),_______07
2,5,(*73),21,1,(odd),____1
2,5,(+01),1,1,(odd),____1
1,1,9,9,9,d,_
1,1,0,0,0,d,_
2,5,(+60),6,6,(odd),____6
2,5,(*11),1,1,(odd),____1
2,5,(+30),3,3,(odd),____3
1,1,8,8,8,d,_
3,9,(+0(+00)),0,0,(od(odd)),_______00
3,9,(+0(+66)),12,2,(od(odd)),_______22
2,5,(*00),0,0,(odd),____0
2,5,(*12),2,2,(odd),____2
4,17,(+(*55)(+(*13)5)),33,3,(o(odd)(o(odd)d)),______5______3_83
5,17,(*3(+2(*7(*29)))),384,4,(od(od(od(odd)))),_____________8684
3,9,(+0(+11)),2,2,(od(odd)),_______22
2,5,(+08),8,8,(odd),____8
2,5,(+00),0,0,(odd),____0
2,5,(+50),5,5,(odd),____5
3,9,(+(*55)8),33,3,(o(odd)d),______5_3
2,5,(+63),9,9,(odd),____9
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
1,1,7,7,7,d,_
3,9,(*(*55)8),200,0,(o(odd)d),______5_0
5,17,(*3(+2(*9(*29)))),492,2,(od(od(od(odd)))),_____________8242
4,17,(+(*55)(+(*01)3)),28,8,(o(odd)(o(odd)d)),______5______0_38
5,33,(+(*(+79)(*17))(+(+93)(+(*62)2))),138,8,(o(o(odd)(odd))(o(odd)(o(odd)d))),________6____72______2______2_468
4,13,(*(*0(+99))1),0,0,(o(od(odd))d),_________80_0
1,1,6,6,6,d,_
2,5,(+02),2,2,(odd),____2
3,9,(+(+88)9),25,5,(o(odd)d),______6_5
2,5,(*11),1,1,(odd),____1
2,5,(+33),6,6,(odd),____6
3,13,(+(*09)(*34)),12,2,(o(odd)(odd)),______0____22
7,29,(+(*(*(*0(*8(+01)))(*00))0)0),0,0,(o(o(o(od(od(odd)))(odd))d)d),________________180____00_0_0
2,5,(*08),0,0,(odd),____0
7,25,(*(*0(+(+5(+3(+85)))9))1),0,0,(o(od(o(od(od(odd)))d))d),_________________361_00_0
2,5,(+55),10,0,(odd),____0
8,29,(+(*(*(*0(*8(*7(*92))))9)0)3),3,3,(o(o(o(od(od(od(odd))))d)d)d),___________________8680_0_0_3
4,17,(*(+09)(*(+38)0)),0,0,(o(odd)(o(odd)d)),______9______1_00
3,9,(+5(+55)),15,5,(od(odd)),_______05
2,5,(*29),18,8,(odd),____8
1,1,3,3,3,d,_
3,9,(+(*00)0),0,0,(o(odd)d),______0_0
2,5,(+44),8,8,(odd),____8
1,1,5,5,5,d,_
2,5,(+58),13,3,(odd),____3
7,25,(*(*0(*(+5(+3(+85)))9))1),0,0,(o(od(o(od(od(odd)))d))d),_________________361_90_0
9,57,(+0(*(+(+(+39)(*17))4)(*(+(+(*(+(*95)9)(*(*60)2))5)9)6))),1932,2,(od(o(o(o(odd)(odd))d)(o(o(o(o(o(odd)d)(o(odd)d))d)d)d))),_____________2____79_3______________5_4______0_00_5_4_422
2,5,(+22),4,4,(odd),____4
2,5,(*22),4,4,(odd),____4
9,57,(+0(*(+(*(*39)(*17))4)(*(+(+(*(+(*95)9)(*(*60)2))5)9)6))),16212,2,(od(o(o(o(odd)(odd))d)(o(o(o(o(o(odd)d)(o(odd)d))d)d)d))),_____________7____79_3______________5_4______0_00_5_4_422
8,53,(*(+(*0(*9(+(*03)(*78))))(*(*(+79)(*5(+5(*42))))5))1),5200,0,(o(o(od(od(o(odd)(odd))))(o(o(odd)(od(od(odd))))d))d),________________0____6640________6__________8350_00_0
1,1,9,9,9,d,_
4,13,(+(+(+00)0)0),0,0,(o(o(odd)d)d),________0_0_0
1,1,7,7,7,d,_
2,5,(+24),6,6,(odd),____6
2,5,(*33),9,9,(odd),____9
7,29,(+(*(*(*0(*8(+01)))(+00))0)0),0,0,(o(o(o(od(od(odd)))(odd))d)d),________________180____00_0_0
2,5,(*73),21,1,(odd),____1
4,13,(*(+(+00)0)1),0,0,(o(o(odd)d)d),________0_0_0
9,57,(+0(*(+(+(*39)(*17))4)(*(+(+(*(+(*95)9)(*(*60)2))5)9)6))),3192,2,(od(o(o(o(odd)(odd))d)(o(o(o(o(o(odd)d)(o(odd)d))d)d)d))),_____________7____74_8______________5_4______0_00_5_4_422
2,5,(+11),2,2,(odd),____2
4,21,(*(*(+38)0)(*(+38)0)),0,0,(o(o(odd)d)(o(odd)d)),________1_0______1_00
2,5,(+01),1,1,(odd),____1
1,1,0,0,0,d,_
1,1,2,2,2,d,_
3,9,(+0(+10)),1,1,(od(odd)),_______11
10,57,(*(+(*8(+(+(*(*3(+(+24)1))4)(+(+4(*44))9))1))0)(*(+44)3)),21888,8,(o(o(od(o(o(o(od(o(odd)d))d)(o(od(odd))d))d))d)(o(odd)d)),______________________6_71_4_________60_93_42_2______8_48
2,5,(+44),8,8,(odd),____8
1,1,4,4,4,d,_
2,5,(*93),27,7,(odd),____7
9,57,(+0(*(+(+(+99)(*17))4)(*(+(+(*(+(*95)9)(*(*60)2))5)9)6))),2436,6,(od(o(o(o(odd)(odd))d)(o(o(o(o(o(odd)d)(o(odd)d))d)d)d))),_____________8____75_9______________5_4______0_00_5_4_466
1,1,2,2,2,d,_
2,5,(*10),0,0,(odd),____0
4,13,(*(*(+00)0)1),0,0,(o(o(odd)d)d),________0_0_0
5,17,(+0(+(+(+99)3)2)),23,3,(od(o(o(odd)d)d)),___________8_1_33
2,5,(*68),48,8,(odd),____8
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
1,1,7,7,7,d,_
4,17,(*(*55)(+(*01)3)),75,5,(o(odd)(o(odd)d)),______5______0_35
3,9,(*(*15)8),40,0,(o(odd)d),______5_0
1,1,9,9,9,d,_
2,5,(*11),1,1,(odd),____1
2,5,(+00),0,0,(odd),____0
3,9,(+(+48)7),19,9,(o(odd)d),______2_9
5,21,(*(*33)(*5(+3(+85)))),720,0,(o(odd)(od(od(odd)))),______9__________3600
2,5,(+05),5,5,(odd),____5
6,21,(*5(+2(*(*3(*54))9))),2710,0,(od(od(o(od(odd))d))),_______________00_020
1,1,1,1,1,d,_
2,5,(*23),6,6,(odd),____6
2,5,(+01),1,1,(odd),____1
3,9,(*6(*00)),0,0,(od(odd)),_______00
1,1,9,9,9,d,_
4,21,(*(*(+38)0)(*(+88)0)),0,0,(o(o(odd)d)(o(odd)d)),________1_0______6_00
1,1,8,8,8,d,_
9,41,(+(+(+9(+6(*4(*(*59)(+(*36)(+25))))))8)4),4527,7,(o(o(od(od(od(o(odd)(o(odd)(odd))))))d)d),___________________5______8____755065_3_7
3,9,(+(*55)5),30,0,(o(odd)d),______5_0
2,5,(*99),81,1,(odd),____1
5,21,(*(*63)(*5(+3(+85)))),1440,0,(o(odd)(od(od(odd)))),______8__________3600
2,5,(*23),6,6,(odd),____6
1,1,3,3,3,d,_
2,5,(+03),3,3,(odd),____3
2,5,(+50),5,5,(odd),____5
3,9,(*5(*01)),0,0,(od(odd)),_______00
2,5,(*17),7,7,(odd),____7
2,5,(*75),35,5,(odd),____5
6,25,(*(*83)(*(+(*(+09)0)9)5)),1080,0,(o(odd)(o(o(o(odd)d)d)d)),______4__________9_0_9_50
3,9,(+6(*74)),34,4,(od(odd)),_______84
4,17,(+(+42)(*9(*63))),168,8,(o(odd)(od(odd))),______6_______828
5,21,(*(+77)(+8(*8(*00)))),112,2,(o(odd)(od(od(odd)))),______4__________0082
3,9,(*(+00)3),0,0,(o(odd)d),______0_0
2,5,(+20),2,2,(odd),____2
1,1,1,1,1,d,_
5,17,(*(*(+(+50)0)1)0),0,0,(o(o(o(odd)d)d)d),__________5_5_5_0
3,9,(+0(*46)),24,4,(od(odd)),_______44
5,17,(+(+4(*(+65)0))1),5,5,(o(od(o(odd)d))d),___________1_04_5
4,13,(*(+(+00)0)3),0,0,(o(o(odd)d)d),________0_0_0
6,29,(*(*(+(+5(*33))(+6(+37)))6)4),720,0,(o(o(o(od(odd))(od(odd)))d)d),_____________94_______060_0_0
3,9,(+(+41)9),14,4,(o(odd)d),______5_4
2,5,(+77),14,4,(odd),____4
5,17,(+(+4(*(+65)2))1),27,7,(o(od(o(odd)d))d),___________1_26_7
3,9,(*(+77)8),112,2,(o(odd)d),______4_2
1,1,9,9,9,d,_
1,1,3,3,3,d,_
5,29,(*(*5(+(*81)(+01)))(*6(+87))),4050,0,(o(od(o(odd)(odd)))(od(odd))),___________8____195_______500
1,1,5,5,5,d,_
3,9,(*8(*66)),288,8,(od(odd)),_______68
4,13,(*(+(+60)0)3),18,8,(o(o(odd)d)d),________6_6_8
3,13,(*(*10)(+00)),0,0,(o(odd)(odd)),______0____00
2,5,(*20),0,0,(odd),____0
2,5,(*08),0,0,(odd),____0
4,17,(*(+(+66)(+05))0),0,0,(o(o(odd)(odd))d),________2____57_0
9,61,(+(*49)(*(+6(+(*(+0(*2(*59)))1)(*(*82)0)))(+(+80)(*1(+17))))),1572,2,(o(odd)(o(od(o(o(od(od(odd)))d)(o(odd)d)))(o(odd)(od(odd))))),______6___________________500_0______6_006______8_______88662
5,25,(*(*5(+8(+01)))(*6(+87))),4050,0,(o(od(od(odd)))(od(odd))),____________195_______500
4,13,(+(*(*75)2)1),71,1,(o(o(odd)d)d),________5_0_1
2,5,(*00),0,0,(odd),____0
1,1,7,7,7,d,_
4,13,(*(+(+66)0)0),0,0,(o(o(odd)d)d),________2_2_0
5,21,(*(+77)(+8(*8(*02)))),112,2,(o(odd)(od(od(odd)))),______4__________0082
1,1,7,7,7,d,_
5,29,(*(*5(+(*01)(+01)))(*6(+87))),450,0,(o(od(o(odd)(odd)))(od(odd))),___________0____115_______500
5,17,(+5(*9(+9(*76)))),464,4,(od(od(od(odd)))),_____________2194
4,13,(+(*(*05)5)2),2,2,(o(o(odd)d)d),________0_0_2
5,17,(*(*(+(+55)0)0)9),0,0,(o(o(o(odd)d)d)d),__________0_0_0_0
4,13,(*0(+8(*22))),0,0,(od(od(odd))),__________420
3,13,(*(*00)(+00)),0,0,(o(odd)(odd)),______0____00
3,9,(+(+44)9),17,7,(o(odd)d),______8_7
1,1,6,6,6,d,_
3,13,(+(+66)(+27)),21,1,(o(odd)(odd)),______2____91
1,1,0,0,0,d,_
5,29,(*(*5(+(*01)(+01)))(*6(+87))),450,0,(o(od(o(odd)(odd)))(od(odd))),___________0____115_______500
2,5,(*88),64,4,(odd),____4
2,5,(+77),14,4,(odd),____4
3,9,(+(*00)5),5,5,(o(odd)d),______0_5
3,13,(*(*07)(+01)),0,0,(o(odd)(odd)),______0____10
5,17,(*5(*9(+9(*76)))),2295,5,(od(od(od(odd)))),_____________2195
1,1,6,6,6,d,_
2,5,(+11),2,2,(odd),____2
1,1,7,7,7,d,_
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
4,13,(+(*(+22)8)8),40,0,(o(o(odd)d)d),________4_2_0
1,1,2,2,2,d,_
1,1,8,8,8,d,_
8,45,(+5(+(+(+(+(*9(+82))(*0(+46)))(*1(+44)))0)9)),112,2,(od(o(o(o(o(od(odd))(od(odd)))(od(odd)))d)d)),__________________00_______000_______888_8_72
2,5,(+37),10,0,(odd),____0
8,45,(+5(+(+(*(+(*9(+82))(*0(+46)))(*1(+44)))0)9)),734,4,(od(o(o(o(o(od(odd))(od(odd)))(od(odd)))d)d)),__________________00_______000_______880_0_94
1,1,4,4,4,d,_
4,13,(+(+6(+27))2),17,7,(o(od(odd))d),_________95_7
2,5,(+01),1,1,(odd),____1
4,13,(*(+(+65)0)6),66,6,(o(o(odd)d)d),________1_1_6
5,21,(+(+4(*(+52)(*46)))7),179,9,(o(od(o(odd)(odd)))d),___________7____482_9
4,17,(*(*00)(+(+01)1)),0,0,(o(odd)(o(odd)d)),______0______1_20
5,25,(*(*5(+7(+01)))(*6(+87))),3600,0,(o(od(od(odd)))(od(odd))),____________180_______500
2,5,(+00),0,0,(odd),____0
3,9,(*(+00)0),0,0,(o(odd)d),______0_0
5,17,(*(*(+(+50)0)0)9),0,0,(o(o(o(odd)d)d)d),__________5_5_0_0
4,21,(*(*91)(+(+39)(*50))),108,8,(o(odd)(o(odd)(odd))),______9______2____028
3,9,(*8(*61)),48,8,(od(odd)),_______68
5,21,(+(+4(*(+65)2))(*46)),50,0,(o(od(o(odd)d))(odd)),___________1_26____40
1,1,4,4,4,d,_
9,45,(+9(*6(+4(*3(*(*(*(*02)5)(+37))(*(*95)2)))))),33,3,(od(od(od(od(o(o(o(odd)d)(odd))(o(odd)d)))))),______________________0_0____00______5_000443
5,29,(+(+4(*(+65)0))(+(*29)(*91))),31,1,(o(od(o(odd)d))(o(odd)(odd))),___________1_04______8____971
3,9,(*0(*52)),0,0,(od(odd)),_______00
2,5,(*77),49,9,(odd),____9
4,13,(+(*(*55)2)1),51,1,(o(o(odd)d)d),________5_0_1
1,1,0,0,0,d,_
2,5,(*50),0,0,(odd),____0
6,25,(*(*83)(*(+(*(+09)0)9)5)),1080,0,(o(odd)(o(o(o(odd)d)d)d)),______4__________9_0_9_50
1,1,4,4,4,d,_
5,25,(*(*6(+7(+01)))(*6(+87))),4320,0,(o(od(od(odd)))(od(odd))),____________188_______500
3,13,(+(+26)(+27)),17,7,(o(odd)(odd)),______8____97
5,17,(*5(+9(+9(*76)))),300,0,(od(od(od(odd)))),_____________2100
2,5,(*54),20,0,(odd),____0
2,5,(+75),12,2,(odd),____2
3,9,(+(+00)0),0,0,(o(odd)d),______0_0
3,9,(+4(+06)),10,0,(od(odd)),_______60
7,41,(*4(*(+0(+0(*21)))(+(*(+(*33)2)(*97))3))),5568,8,(od(o(od(od(odd)))(o(o(o(odd)d)(odd))d))),_______________222__________9_1____33_628
2,5,(*77),49,9,(odd),____9
8,45,(*1(+(+(+(*3(*88))(+(*9(+51))6))6)(*5(*68)))),498,8,(od(o(o(o(od(odd))(o(od(odd))d))d)(od(odd)))),________________42_________64_02_8_______8088
4,13,(*0(+6(*92))),0,0,(od(od(odd))),__________840
8,45,(*1(+(+(+(*3(*89))(+(*9(+51))6))6)(*5(*68)))),522,2,(od(o(o(o(od(odd))(o(od(odd))d))d)(od(odd)))),________________26_________64_06_2_______8022
3,9,(*(*68)0),0,0,(o(odd)d),______8_0
2,5,(*76),42,2,(odd),____2
4,13,(+(+(+02)4)7),13,3,(o(o(odd)d)d),________2_6_3
4,13,(+(+9(+87))3),27,7,(o(od(odd))d),_________54_7
6,25,(+1(+(*0(+8(+82)))(+94))),14,4,(od(o(od(od(odd)))(odd))),_______________080____334
2,5,(*38),24,4,(odd),____4
6,21,(+(*(*2(*9(+58)))7)6),1644,4,(o(o(od(od(odd)))d)d),______________374_8_4
6,33,(*(*(+5(+(*88)0))4)(*(*(+91)6)2)),33120,0,(o(o(od(o(odd)d))d)(o(o(odd)d)d)),_____________4_49_6________0_0_00
1,1,3,3,3,d,_
2,5,(*13),3,3,(odd),____3
4,13,(*(*9(+21))3),81,1,(o(od(odd))d),_________37_1
3,9,(+(*47)8),36,6,(o(odd)d),______8_6
2,5,(+24),6,6,(odd),____6
1,1,0,0,0,d,_
2,5,(+13),4,4,(odd),____4
3,9,(+(+17)9),17,7,(o(odd)d),______8_7
2,5,(+66),12,2,(odd),____2
6,33,(*(*0(*0(*33)))(+2(*7(+(+10)7)))),0,0,(o(od(od(odd)))(od(od(o(odd)d)))),____________900____________1_8680
1,1,2,2,2,d,_
2,5,(*67),42,2,(odd),____2
3,13,(*(*45)(*45)),400,0,(o(odd)(odd)),______0____00
1,1,2,2,2,d,_
2,5,(+38),11,1,(odd),____1
1,1,7,7,7,d,_
2,5,(*72),14,4,(odd),____4
2,5,(*00),0,0,(odd),____0
3,9,(+(*46)1),25,5,(o(odd)d),______4_5
2,5,(*77),49,9,(odd),____9
3,13,(*(+22)(+89)),68,8,(o(odd)(odd)),______4____78
4,17,(+(+(*88)(*88))6),134,4,(o(o(odd)(odd))d),________4____48_4
7,25,(*1(+(+(+1(+1(+01)))1)9)),13,3,(od(o(o(od(od(odd)))d)d)),_________________123_4_33
3,9,(*(*00)0),0,0,(o(odd)d),______0_0
4,13,(+(+2(*88))6),72,2,(o(od(odd))d),_________46_2
2,5,(*11),1,1,(odd),____1
